order_id,order_date,order_time,customer_id,menu_item_id,quantity,total_price,payment_method,order_type
90,11/9/2023,12:30 AM,7,9,1,0,Cash,Takeaway
91,12/30/2024,10:07 AM,68,10,2,0,Card,Dine-in
92,7/12/2024,8:29 AM,41,15,4,0,Cash,Dine-in
93,12/29/2024,6:36 AM,48,4,1,0,Online,Takeaway
94,1/7/2023,7:11 AM,43,13,3,0,Online,Delivery
95,3/19/2023,2:14 AM,55,10,4,0,Online,Takeaway
96,3/27/2024,3:11 AM,95,5,3,0,Online,Delivery
97,5/14/2023,3:48 PM,88,15,4,0,Cash,Dine-in
98,8/17/2024,2:34 AM,38,4,2,0,Cash,Delivery
99,1/11/2024,12:03 AM,56,7,2,0,Online,Takeaway
100,10/7/2023,1:48 AM,15,1,3,0,Cash,Takeaway
101,10/3/2023,6:14 AM,26,9,2,0,Card,Takeaway
102,6/5/2023,6:20 AM,19,9,1,0,Cash,Dine-in
103,6/30/2023,7:15 AM,42,6,5,0,Card,Takeaway
104,1/24/2023,12:10 AM,23,3,1,0,Cash,Delivery
105,1/5/2023,7:09 AM,42,7,2,0,Card,Takeaway
106,6/20/2023,3:33 PM,9,8,4,0,Online,Delivery
107,12/13/2023,10:38 PM,27,9,3,0,Online,Takeaway
108,4/29/2024,1:11 PM,34,6,5,0,Cash,Delivery
109,2/15/2023,10:38 PM,24,7,4,0,Online,Takeaway
110,12/2/2023,8:07 PM,64,11,2,0,Cash,Delivery
111,9/5/2023,11:15 PM,80,8,3,0,Card,Takeaway
112,7/15/2023,2:38 AM,26,10,3,0,Online,Takeaway
113,7/8/2024,10:41 AM,71,12,5,0,Online,Dine-in
114,2/16/2023,1:50 PM,62,13,3,0,Online,Delivery
115,4/6/2024,9:09 PM,84,2,5,0,Online,Delivery
116,11/22/2024,1:15 PM,32,13,3,0,Online,Takeaway
117,2/11/2023,3:43 AM,10,12,4,0,Cash,Takeaway
118,10/19/2023,4:45 PM,32,8,5,0,Card,Dine-in
119,8/15/2023,1:39 PM,3,4,4,0,Online,Delivery
120,3/23/2024,8:49 AM,31,15,4,0,Card,Delivery
121,4/4/2023,3:07 PM,30,11,1,0,Online,Delivery
122,6/15/2024,10:49 AM,96,1,5,0,Cash,Takeaway
123,7/14/2024,1:33 AM,45,15,4,0,Cash,Dine-in
124,12/11/2023,4:07 AM,1,5,1,0,Cash,Delivery
125,7/18/2023,8:40 AM,42,12,3,0,Online,Delivery
126,8/3/2024,12:14 AM,41,10,4,0,Online,Dine-in
127,7/28/2023,9:53 AM,76,13,5,0,Online,Delivery
128,6/16/2023,3:58 PM,50,5,4,0,Online,Delivery
129,10/20/2023,1:29 AM,31,4,1,0,Online,Takeaway
130,3/3/2024,5:01 AM,6,3,2,0,Card,Dine-in
131,4/24/2023,6:53 PM,96,15,2,0,Online,Dine-in
132,8/1/2024,12:16 PM,38,15,5,0,Card,Takeaway
133,11/13/2023,5:43 AM,36,9,5,0,Card,Takeaway
134,3/11/2023,2:42 AM,97,11,5,0,Card,Takeaway
135,11/21/2023,7:22 PM,34,6,2,0,Card,Delivery
136,5/16/2024,10:01 PM,67,10,2,0,Cash,Delivery
137,11/9/2023,2:42 PM,49,6,2,0,Card,Delivery
138,3/7/2024,3:34 AM,25,7,3,0,Cash,Delivery
139,4/27/2024,12:41 AM,78,11,3,0,Card,Dine-in
140,11/4/2024,5:33 AM,41,12,1,0,Cash,Takeaway
141,9/22/2023,1:29 AM,33,3,1,0,Cash,Delivery
142,10/15/2024,2:41 PM,8,14,4,0,Cash,Dine-in
143,11/22/2023,3:29 PM,52,6,4,0,Card,Takeaway
144,10/11/2023,3:20 PM,3,4,3,0,Cash,Takeaway
145,8/26/2024,3:51 AM,46,13,2,0,Cash,Dine-in
146,8/2/2023,4:10 PM,52,3,4,0,Online,Delivery
147,3/5/2024,10:53 PM,59,4,3,0,Online,Dine-in
148,8/19/2023,10:32 AM,38,13,5,0,Online,Takeaway
149,5/2/2023,11:14 PM,5,7,5,0,Online,Takeaway
150,5/14/2023,3:11 PM,71,1,2,0,Cash,Takeaway
151,10/20/2023,1:10 AM,51,11,4,0,Card,Delivery
152,5/24/2023,7:59 PM,8,3,3,0,Online,Delivery
153,1/26/2024,9:00 AM,9,11,3,0,Cash,Delivery
154,9/15/2023,9:43 PM,19,12,3,0,Online,Delivery
155,7/5/2024,8:44 PM,10,15,2,0,Cash,Takeaway
156,10/31/2024,5:19 PM,7,15,4,0,Cash,Delivery
157,10/1/2023,9:36 AM,80,10,3,0,Online,Takeaway
158,3/24/2023,2:38 AM,21,12,4,0,Cash,Dine-in
159,3/12/2024,5:58 PM,40,4,4,0,Cash,Delivery
160,5/8/2024,2:52 AM,24,15,3,0,Online,Dine-in
161,1/13/2023,12:35 AM,57,13,1,0,Cash,Takeaway
162,11/27/2023,5:31 PM,44,13,2,0,Online,Dine-in
163,10/2/2024,9:14 PM,3,15,4,0,Card,Takeaway
164,9/28/2024,4:59 PM,7,11,5,0,Cash,Delivery
165,8/21/2024,12:58 PM,75,5,3,0,Cash,Takeaway
166,5/28/2024,2:55 PM,82,5,3,0,Online,Takeaway
167,11/12/2024,10:54 PM,84,4,5,0,Online,Delivery
168,6/23/2023,11:34 AM,98,10,1,0,Card,Dine-in
169,6/14/2023,11:21 AM,35,15,3,0,Card,Delivery
170,11/8/2023,7:24 PM,50,5,5,0,Online,Dine-in
171,6/11/2023,1:38 AM,52,3,3,0,Card,Delivery
172,8/29/2024,7:36 PM,62,1,1,0,Online,Delivery
173,10/14/2023,7:50 AM,28,12,3,0,Online,Delivery
174,8/6/2024,9:39 PM,18,5,2,0,Online,Delivery
175,8/30/2024,2:32 AM,94,10,3,0,Online,Takeaway
176,3/30/2024,12:56 AM,98,14,2,0,Card,Delivery
177,1/29/2024,8:35 PM,85,14,3,0,Online,Dine-in
178,12/14/2023,3:02 PM,39,11,1,0,Online,Delivery
179,10/17/2024,11:31 PM,63,13,3,0,Card,Dine-in
180,10/12/2023,6:00 PM,94,4,4,0,Card,Delivery
181,12/3/2023,4:24 AM,4,1,1,0,Online,Takeaway
182,5/17/2024,12:21 PM,67,8,2,0,Cash,Takeaway
183,3/4/2024,11:43 PM,73,15,1,0,Cash,Dine-in
184,1/25/2024,7:40 PM,79,15,3,0,Cash,Dine-in
185,3/27/2024,2:08 PM,57,9,1,0,Card,Delivery
186,3/1/2023,4:02 PM,11,7,5,0,Card,Dine-in
187,12/15/2023,11:18 AM,25,13,4,0,Online,Delivery
188,7/23/2023,2:11 AM,16,7,2,0,Online,Delivery
189,5/3/2023,9:49 PM,54,4,3,0,Cash,Delivery
190,1/2/2024,10:33 AM,12,4,3,0,Card,Takeaway
191,12/13/2023,5:43 PM,1,5,4,0,Online,Delivery
192,8/17/2023,9:56 AM,23,6,4,0,Online,Dine-in
193,9/16/2024,8:08 PM,8,8,1,0,Online,Dine-in
194,4/20/2024,4:04 AM,25,10,1,0,Card,Delivery
195,10/22/2024,7:23 AM,33,10,2,0,Card,Delivery
196,10/20/2024,7:32 PM,38,11,2,0,Online,Dine-in
197,5/11/2023,1:32 AM,72,14,5,0,Card,Delivery
198,4/10/2024,7:53 AM,59,12,3,0,Online,Delivery
199,9/23/2024,4:24 AM,43,3,4,0,Cash,Delivery
200,1/20/2023,10:06 AM,51,3,3,0,Cash,Delivery
201,7/16/2023,12:55 PM,98,11,5,0,Cash,Delivery
202,6/10/2024,5:12 AM,55,4,3,0,Online,Takeaway
203,12/3/2023,10:31 PM,34,12,2,0,Card,Dine-in
204,1/13/2024,2:31 AM,86,8,5,0,Card,Takeaway
205,12/13/2024,12:30 AM,55,6,3,0,Cash,Takeaway
206,8/5/2024,8:38 PM,38,2,4,0,Card,Delivery
207,9/5/2024,11:58 PM,76,1,4,0,Cash,Dine-in
208,5/22/2024,12:48 PM,9,11,3,0,Online,Takeaway
209,5/29/2023,8:17 AM,77,4,1,0,Cash,Dine-in
210,12/31/2023,7:02 AM,6,9,3,0,Cash,Delivery
211,12/18/2023,7:56 AM,32,5,4,0,Card,Delivery
212,3/31/2024,10:42 PM,64,1,1,0,Cash,Delivery
213,6/11/2024,7:15 AM,53,13,3,0,Card,Dine-in
214,10/24/2024,12:45 PM,65,15,1,0,Card,Dine-in
215,7/6/2023,7:45 PM,98,12,4,0,Card,Takeaway
216,6/11/2024,5:00 AM,16,5,1,0,Cash,Takeaway
217,11/16/2024,6:46 PM,33,5,3,0,Cash,Dine-in
218,3/7/2024,4:46 PM,5,3,4,0,Card,Takeaway
219,11/9/2024,6:31 AM,47,11,5,0,Cash,Delivery
220,2/18/2024,6:50 AM,18,12,5,0,Online,Takeaway
221,12/14/2024,11:55 PM,33,13,3,0,Cash,Dine-in
222,7/14/2023,4:27 PM,34,6,1,0,Cash,Dine-in
223,11/20/2024,10:38 AM,85,15,2,0,Card,Takeaway
224,8/23/2023,5:58 AM,72,1,1,0,Online,Delivery
225,2/18/2023,9:06 AM,70,15,1,0,Cash,Delivery
226,3/17/2024,11:44 AM,34,15,1,0,Cash,Delivery
227,12/5/2023,8:41 AM,88,1,5,0,Cash,Delivery
228,9/23/2023,11:07 PM,10,11,1,0,Card,Dine-in
229,7/25/2024,3:32 AM,28,8,4,0,Online,Dine-in
230,10/26/2023,2:32 AM,44,11,5,0,Online,Takeaway
231,2/20/2023,8:17 AM,82,2,4,0,Cash,Dine-in
232,4/9/2023,10:48 PM,61,2,4,0,Online,Dine-in
233,6/10/2023,6:49 AM,13,6,3,0,Cash,Delivery
234,3/9/2024,9:54 AM,16,4,3,0,Cash,Dine-in
235,1/7/2024,11:41 PM,19,4,3,0,Cash,Takeaway
236,1/13/2024,4:34 PM,47,4,3,0,Online,Delivery
237,4/17/2024,8:20 AM,57,10,1,0,Cash,Takeaway
238,12/18/2023,8:48 AM,10,13,3,0,Card,Dine-in
239,12/29/2024,4:34 AM,41,5,4,0,Card,Delivery
240,12/8/2023,12:33 PM,78,10,3,0,Online,Takeaway
241,7/19/2024,2:44 PM,2,1,2,0,Card,Takeaway
242,3/21/2023,4:53 AM,1,1,4,0,Cash,Takeaway
243,7/18/2023,5:19 PM,21,2,4,0,Online,Delivery
244,3/26/2024,8:24 AM,89,2,4,0,Cash,Dine-in
245,3/11/2023,3:21 PM,68,7,3,0,Cash,Takeaway
246,2/22/2024,2:59 AM,33,11,2,0,Cash,Delivery
247,4/27/2023,9:13 PM,37,15,5,0,Card,Dine-in
248,1/4/2023,7:12 PM,10,3,5,0,Cash,Delivery
249,4/16/2024,11:24 PM,61,4,3,0,Card,Delivery
250,3/26/2023,1:48 PM,10,4,4,0,Cash,Takeaway
251,2/3/2024,2:51 PM,28,15,4,0,Card,Delivery
252,11/20/2023,3:21 AM,36,8,1,0,Card,Delivery
253,1/28/2024,8:15 PM,70,15,3,0,Card,Dine-in
254,9/16/2024,4:38 PM,27,9,4,0,Cash,Dine-in
255,12/26/2023,7:47 AM,7,12,3,0,Online,Takeaway
256,9/3/2023,12:22 AM,72,6,1,0,Cash,Takeaway
257,11/4/2024,1:42 AM,5,7,5,0,Online,Takeaway
258,7/8/2023,1:21 AM,7,15,4,0,Card,Delivery
259,6/8/2023,3:07 AM,43,10,2,0,Online,Takeaway
260,1/8/2024,8:29 AM,62,5,1,0,Online,Delivery
261,7/20/2024,9:54 PM,40,3,3,0,Cash,Delivery
262,3/26/2024,2:48 PM,98,1,3,0,Online,Delivery
263,4/19/2024,2:38 AM,36,6,4,0,Card,Takeaway
264,10/28/2023,7:53 PM,4,11,5,0,Card,Takeaway
265,12/8/2023,9:06 PM,83,9,5,0,Cash,Delivery
266,8/13/2024,10:35 AM,48,11,1,0,Cash,Dine-in
267,10/11/2023,8:57 AM,10,9,2,0,Card,Takeaway
268,10/18/2024,1:41 AM,5,7,3,0,Cash,Delivery
269,11/7/2023,6:52 PM,92,6,5,0,Card,Takeaway
270,4/23/2023,3:47 AM,13,10,5,0,Online,Dine-in
271,3/24/2023,12:30 PM,40,8,2,0,Cash,Dine-in
272,8/12/2024,1:30 PM,18,11,4,0,Card,Takeaway
273,1/21/2023,6:11 PM,69,12,1,0,Online,Takeaway
274,10/5/2024,8:48 AM,16,14,5,0,Online,Takeaway
275,6/20/2024,11:53 PM,100,8,3,0,Card,Dine-in
276,11/21/2024,6:48 AM,96,9,1,0,Card,Delivery
277,6/14/2023,11:58 PM,97,10,3,0,Cash,Delivery
278,7/25/2023,9:13 AM,29,2,5,0,Online,Takeaway
279,9/27/2024,8:36 PM,34,4,1,0,Cash,Delivery
280,3/19/2024,8:00 PM,5,15,3,0,Cash,Delivery
281,2/29/2024,4:03 PM,55,7,1,0,Card,Dine-in
282,1/12/2024,4:23 PM,39,8,2,0,Online,Delivery
283,7/28/2023,6:16 AM,83,6,4,0,Card,Delivery
284,4/15/2024,3:27 AM,95,6,1,0,Card,Delivery
285,8/23/2024,3:58 PM,81,1,2,0,Card,Dine-in
286,3/24/2024,6:34 AM,33,3,1,0,Cash,Delivery
287,10/20/2024,11:47 PM,52,4,4,0,Online,Takeaway
288,3/3/2024,5:12 PM,74,12,4,0,Online,Delivery
289,3/17/2024,11:25 AM,78,14,4,0,Cash,Delivery
290,6/14/2023,8:29 PM,34,7,5,0,Online,Dine-in
291,3/2/2024,8:08 PM,62,14,1,0,Cash,Dine-in
292,6/16/2023,10:44 AM,9,5,2,0,Cash,Delivery
293,12/25/2024,3:40 AM,95,10,4,0,Online,Delivery
294,12/28/2023,7:14 AM,98,3,2,0,Card,Takeaway
295,7/21/2023,6:53 AM,66,5,4,0,Card,Delivery
296,3/11/2024,2:00 PM,73,2,3,0,Online,Takeaway
297,7/26/2024,12:34 PM,20,6,2,0,Cash,Takeaway
298,5/18/2023,6:08 AM,89,6,4,0,Cash,Takeaway
299,7/15/2024,1:08 AM,65,6,2,0,Cash,Takeaway
300,12/13/2024,3:54 PM,9,9,3,0,Card,Delivery
301,5/8/2024,6:48 PM,59,6,1,0,Card,Takeaway
302,10/13/2023,3:52 AM,74,8,5,0,Cash,Dine-in
303,4/11/2024,12:52 PM,91,9,1,0,Cash,Takeaway
304,4/8/2023,9:23 AM,71,2,5,0,Online,Dine-in
305,5/18/2024,11:34 AM,64,12,2,0,Card,Takeaway
306,9/19/2024,12:21 PM,67,13,4,0,Cash,Delivery
307,12/26/2024,2:30 PM,71,15,4,0,Cash,Delivery
308,11/3/2023,7:58 PM,23,12,5,0,Card,Takeaway
309,3/24/2024,4:56 AM,16,8,1,0,Card,Delivery
310,7/13/2023,3:18 PM,44,7,4,0,Online,Takeaway
311,5/17/2023,11:38 PM,93,9,3,0,Card,Takeaway
312,6/11/2024,2:19 AM,55,8,4,0,Card,Takeaway
313,6/23/2024,8:36 PM,86,13,5,0,Online,Dine-in
314,12/12/2023,9:25 AM,64,15,4,0,Cash,Dine-in
315,7/3/2023,2:51 PM,20,13,1,0,Cash,Takeaway
316,9/6/2023,5:09 PM,69,12,3,0,Cash,Takeaway
317,10/31/2023,1:31 PM,25,12,2,0,Card,Takeaway
318,4/28/2023,1:10 AM,11,15,5,0,Card,Dine-in
319,3/28/2024,8:37 PM,44,12,1,0,Card,Takeaway
320,12/24/2023,4:32 AM,99,4,3,0,Cash,Delivery
321,1/11/2023,1:56 PM,9,14,4,0,Cash,Takeaway
322,12/4/2024,3:46 AM,24,1,5,0,Cash,Delivery
323,9/18/2023,7:27 PM,87,8,1,0,Card,Dine-in
324,3/13/2023,9:11 AM,32,9,5,0,Card,Takeaway
325,3/18/2024,5:11 AM,100,6,5,0,Card,Delivery
326,1/15/2024,10:21 PM,18,13,4,0,Cash,Takeaway
327,7/30/2023,11:59 AM,31,2,2,0,Card,Takeaway
328,3/3/2023,1:44 AM,64,3,4,0,Cash,Delivery
329,9/19/2024,5:50 PM,67,15,2,0,Card,Takeaway
330,2/25/2024,7:31 PM,32,5,3,0,Card,Dine-in
331,12/4/2024,7:32 PM,14,7,5,0,Card,Delivery
332,9/15/2023,8:56 AM,42,15,4,0,Online,Takeaway
333,9/18/2023,9:53 PM,31,1,4,0,Online,Dine-in
334,2/10/2024,6:14 AM,72,8,4,0,Card,Delivery
335,7/26/2023,3:53 AM,40,12,1,0,Online,Dine-in
336,2/20/2023,3:46 PM,94,12,2,0,Cash,Delivery
337,7/6/2024,7:14 PM,26,7,2,0,Online,Delivery
338,5/20/2023,7:51 PM,56,13,5,0,Card,Delivery
339,2/29/2024,10:52 PM,43,4,2,0,Cash,Takeaway
340,9/17/2024,7:37 PM,86,15,4,0,Card,Dine-in
341,5/27/2024,1:18 AM,37,9,2,0,Card,Delivery
342,12/30/2024,11:38 PM,69,2,5,0,Cash,Dine-in
343,10/4/2023,1:04 AM,7,13,5,0,Online,Takeaway
344,1/9/2023,9:10 PM,69,7,2,0,Online,Dine-in
345,10/16/2024,2:34 AM,78,13,3,0,Card,Delivery
346,10/5/2023,6:08 AM,38,10,4,0,Online,Dine-in
347,4/13/2023,2:44 PM,9,7,1,0,Online,Takeaway
348,1/16/2024,12:02 AM,50,12,2,0,Card,Dine-in
349,4/1/2024,11:42 PM,81,10,2,0,Online,Takeaway
350,5/18/2023,5:52 AM,31,8,3,0,Card,Dine-in
351,5/3/2023,9:18 PM,45,14,1,0,Card,Delivery
352,9/5/2024,11:42 PM,35,14,2,0,Online,Dine-in
353,9/16/2024,2:58 PM,100,13,1,0,Cash,Delivery
354,3/23/2023,10:27 PM,88,8,1,0,Online,Takeaway
355,5/2/2024,12:15 PM,49,2,2,0,Cash,Dine-in
356,9/18/2024,5:25 AM,86,2,5,0,Online,Delivery
357,7/25/2023,4:15 AM,80,4,4,0,Online,Takeaway
358,11/20/2024,6:10 AM,25,3,1,0,Cash,Dine-in
359,9/11/2024,7:06 PM,71,11,3,0,Cash,Dine-in
360,4/11/2024,3:07 PM,61,3,3,0,Online,Delivery
361,2/16/2024,4:19 PM,6,2,3,0,Online,Takeaway
362,1/3/2024,6:17 PM,3,6,2,0,Card,Delivery
363,1/17/2023,7:27 AM,10,2,2,0,Online,Dine-in
364,10/4/2023,4:31 AM,34,13,3,0,Online,Delivery
365,7/8/2023,10:23 PM,62,11,1,0,Online,Delivery
366,2/4/2023,11:26 AM,89,12,4,0,Card,Takeaway
367,4/28/2024,9:22 AM,45,1,4,0,Card,Dine-in
368,9/9/2024,3:18 AM,83,15,3,0,Cash,Takeaway
369,4/28/2023,2:40 PM,47,13,3,0,Cash,Delivery
370,7/3/2024,2:00 PM,17,15,4,0,Card,Dine-in
371,10/28/2023,11:36 AM,19,5,5,0,Card,Delivery
372,5/15/2023,4:31 PM,79,2,1,0,Cash,Takeaway
373,4/12/2023,6:08 PM,4,10,3,0,Cash,Dine-in
374,5/21/2023,12:48 PM,34,14,4,0,Online,Dine-in
375,7/10/2023,4:58 PM,91,1,3,0,Online,Takeaway
376,1/22/2023,1:04 PM,64,13,3,0,Card,Delivery
377,2/9/2024,4:25 AM,95,10,1,0,Online,Dine-in
378,1/3/2023,5:19 AM,5,7,1,0,Online,Dine-in
379,8/20/2023,11:11 PM,39,6,1,0,Cash,Delivery
380,3/19/2023,6:32 PM,30,9,1,0,Cash,Dine-in
381,4/4/2023,5:40 AM,60,3,2,0,Online,Takeaway
382,5/2/2023,11:02 AM,49,10,5,0,Card,Takeaway
383,9/19/2024,2:25 PM,91,1,4,0,Online,Dine-in
384,11/15/2024,5:44 AM,47,10,2,0,Cash,Dine-in
385,4/21/2024,11:41 AM,100,15,1,0,Card,Delivery
386,12/15/2023,5:27 PM,88,13,3,0,Card,Delivery
387,1/4/2024,3:09 AM,22,5,3,0,Card,Delivery
388,9/9/2024,10:51 AM,90,4,3,0,Online,Takeaway
389,6/5/2024,1:47 PM,34,11,3,0,Cash,Delivery
390,6/20/2023,4:02 AM,22,2,3,0,Cash,Delivery
391,12/28/2024,6:39 AM,47,14,1,0,Online,Takeaway
392,10/30/2023,12:27 PM,85,7,5,0,Cash,Takeaway
393,12/8/2023,3:28 PM,23,5,4,0,Card,Dine-in
394,12/3/2024,9:12 PM,11,14,4,0,Card,Dine-in
395,10/23/2024,12:38 AM,45,5,5,0,Card,Dine-in
396,1/28/2024,12:13 PM,66,4,1,0,Cash,Dine-in
397,6/23/2023,2:14 PM,34,12,4,0,Card,Takeaway
398,3/24/2023,4:02 AM,46,5,4,0,Card,Takeaway
399,11/10/2024,12:12 AM,21,15,3,0,Online,Takeaway
400,6/10/2023,6:37 PM,31,6,5,0,Card,Delivery
401,11/13/2023,8:22 AM,50,11,4,0,Online,Delivery
402,9/25/2023,1:49 PM,86,4,5,0,Online,Delivery
403,8/24/2024,2:25 AM,42,12,1,0,Cash,Delivery
404,12/20/2023,1:24 AM,99,8,4,0,Cash,Takeaway
405,2/20/2023,3:39 AM,81,2,3,0,Online,Takeaway
406,8/19/2023,9:59 AM,13,9,1,0,Online,Takeaway
407,6/27/2024,1:46 PM,92,8,4,0,Online,Delivery
408,12/17/2023,10:21 PM,25,7,4,0,Card,Dine-in
409,2/14/2024,3:59 PM,25,14,5,0,Card,Dine-in
410,7/19/2024,1:23 PM,85,14,4,0,Cash,Takeaway
411,5/29/2023,3:44 PM,80,10,1,0,Online,Takeaway
412,8/14/2023,4:26 AM,91,5,2,0,Card,Dine-in
413,7/31/2023,6:10 AM,92,12,3,0,Cash,Delivery
414,7/6/2023,11:17 PM,97,6,1,0,Online,Dine-in
415,1/14/2023,9:39 PM,17,5,4,0,Online,Dine-in
416,5/17/2024,6:54 PM,38,8,5,0,Card,Takeaway
417,6/25/2023,2:07 PM,15,9,1,0,Cash,Takeaway
418,6/26/2023,6:48 PM,8,12,4,0,Cash,Dine-in
419,2/27/2024,4:03 AM,51,6,1,0,Cash,Dine-in
420,2/19/2023,6:47 PM,76,9,5,0,Card,Delivery
421,5/25/2024,12:03 PM,56,9,2,0,Online,Takeaway
