order_id,order_date,order_time,customer_id,menu_item_id,quantity,total_price,payment_method,order_type
30,2024-06-16,6:24 AM,71,5,4,error: Field 'price' not found,Cash,Dine-in
31,2023-11-10,6:26 AM,84,13,5,error: Field 'price' not found,Online,Takeaway
32,2023-09-26,2:18 AM,95,10,5,error: Field 'price' not found,Cash,Dine-in
33,2024-10-09,3:25 AM,85,5,1,error: Field 'price' not found,Card,Takeaway
34,2024-01-17,11:06 AM,35,4,2,error: Field 'price' not found,Card,Delivery
35,2023-10-21,7:10 AM,39,11,1,error: Field 'price' not found,Online,Delivery
36,2024-02-07,1:26 AM,51,13,2,error: Field 'price' not found,Cash,Dine-in
37,2024-11-04,10:54 PM,21,2,3,error: Field 'price' not found,Online,Delivery
38,2023-10-20,9:01 PM,34,4,4,error: Field 'price' not found,Cash,Takeaway
39,2023-03-22,8:50 PM,8,11,3,error: Field 'price' not found,Online,Dine-in
40,2024-04-09,6:00 AM,50,1,1,error: Field 'price' not found,Card,Dine-in
41,2024-04-18,2:52 AM,4,2,2,error: Field 'price' not found,Online,Dine-in
42,2024-11-28,1:00 AM,56,11,1,error: Field 'price' not found,Cash,Delivery
43,2024-10-26,7:17 PM,76,3,4,error: Field 'price' not found,Cash,Takeaway
44,2023-07-03,3:28 PM,9,15,4,error: Field 'price' not found,Cash,Dine-in
45,2023-04-17,11:56 AM,85,6,3,error: Field 'price' not found,Cash,Delivery
46,2024-06-04,11:25 AM,39,7,4,error: Field 'price' not found,Cash,Dine-in
47,2024-02-18,1:51 PM,5,4,2,error: Field 'price' not found,Card,Takeaway
48,2024-02-18,3:50 PM,96,14,5,error: Field 'price' not found,Card,Takeaway
49,2023-02-27,9:21 AM,70,2,1,error: Field 'price' not found,Cash,Takeaway
50,2024-08-07,1:36 PM,41,1,3,error: Field 'price' not found,Cash,Dine-in
51,2023-03-06,11:49 PM,84,12,2,error: Field 'price' not found,Online,Dine-in
52,2024-10-23,10:56 PM,3,13,2,error: Field 'price' not found,Cash,Delivery
53,2024-09-01,12:28 AM,86,1,5,error: Field 'price' not found,Card,Delivery
54,2024-01-28,11:26 AM,99,12,3,error: Field 'price' not found,Card,Delivery
55,2023-10-21,8:53 AM,30,8,5,error: Field 'price' not found,Cash,Takeaway
56,2023-03-14,7:30 AM,27,9,4,error: Field 'price' not found,Cash,Dine-in
57,2024-05-20,6:52 AM,96,4,2,error: Field 'price' not found,Cash,Dine-in
58,2023-11-20,12:45 AM,71,15,3,error: Field 'price' not found,Online,Takeaway
59,2023-08-09,5:49 PM,82,6,2,error: Field 'price' not found,Card,Dine-in
60,2023-04-28,3:16 PM,19,2,5,error: Field 'price' not found,Card,Takeaway
61,2023-12-06,12:33 PM,57,1,2,error: Field 'price' not found,Card,Takeaway
62,2023-06-10,3:26 PM,17,1,1,error: Field 'price' not found,Card,Takeaway
63,2023-05-08,3:11 AM,32,13,1,error: Field 'price' not found,Cash,Dine-in
64,2024-04-19,1:12 AM,36,6,3,error: Field 'price' not found,Online,Takeaway
65,2024-10-15,12:42 AM,28,6,4,error: Field 'price' not found,Cash,Takeaway
66,2024-03-18,2:13 PM,14,14,1,error: Field 'price' not found,Card,Delivery
67,2023-03-20,10:53 AM,15,4,3,error: Field 'price' not found,Cash,Delivery
68,2023-06-10,3:39 PM,40,12,1,error: Field 'price' not found,Cash,Delivery
69,2024-02-07,6:04 AM,51,12,3,error: Field 'price' not found,Card,Dine-in
70,2023-08-28,2:02 PM,95,1,4,error: Field 'price' not found,Card,Dine-in
71,2024-01-19,7:48 PM,60,3,5,error: Field 'price' not found,Online,Takeaway
72,2024-09-26,5:38 PM,63,6,2,error: Field 'price' not found,Online,Takeaway
73,2023-02-28,2:35 AM,52,11,1,error: Field 'price' not found,Card,Dine-in
74,2023-10-08,4:19 PM,97,2,4,error: Field 'price' not found,Cash,Delivery
75,2023-03-31,9:39 AM,62,8,5,error: Field 'price' not found,Online,Dine-in
76,2024-04-02,6:18 AM,96,7,5,error: Field 'price' not found,Online,Delivery
77,2023-08-04,4:54 PM,77,15,3,error: Field 'price' not found,Card,Dine-in
78,2023-09-19,4:57 AM,99,7,1,error: Field 'price' not found,Card,Takeaway
79,2024-08-02,5:51 AM,79,15,4,error: Field 'price' not found,Card,Dine-in
80,2023-04-06,5:00 AM,71,14,3,error: Field 'price' not found,Cash,Dine-in
81,2023-03-18,4:57 AM,54,4,1,error: Field 'price' not found,Card,Delivery
82,2023-11-27,3:36 AM,35,7,2,error: Field 'price' not found,Online,Takeaway
83,2023-03-11,10:09 AM,26,13,4,error: Field 'price' not found,Card,Takeaway
84,2024-10-28,4:41 AM,60,4,2,error: Field 'price' not found,Cash,Dine-in
85,2024-11-26,4:37 PM,91,13,2,error: Field 'price' not found,Card,Delivery
86,2024-08-07,2:52 AM,36,8,3,error: Field 'price' not found,Card,Dine-in
87,2024-05-15,2:04 PM,65,8,3,error: Field 'price' not found,Card,Takeaway
88,2024-06-03,6:39 PM,73,15,3,error: Field 'price' not found,Card,Takeaway
89,2023-04-10,4:17 AM,6,6,1,error: Field 'price' not found,Card,Takeaway
90,2023-11-09,12:30 AM,7,9,1,error: Field 'price' not found,Cash,Takeaway
91,2024-12-30,10:07 AM,68,10,2,error: Field 'price' not found,Card,Dine-in
92,2024-07-12,8:29 AM,41,15,4,error: Field 'price' not found,Cash,Dine-in
93,2024-12-29,6:36 AM,48,4,1,error: Field 'price' not found,Online,Takeaway
94,2023-01-07,7:11 AM,43,13,3,error: Field 'price' not found,Online,Delivery
95,2023-03-19,2:14 AM,55,10,4,error: Field 'price' not found,Online,Takeaway
96,2024-03-27,3:11 AM,95,5,3,error: Field 'price' not found,Online,Delivery
97,2023-05-14,3:48 PM,88,15,4,error: Field 'price' not found,Cash,Dine-in
98,2024-08-17,2:34 AM,38,4,2,error: Field 'price' not found,Cash,Delivery
99,2024-01-11,12:03 AM,56,7,2,error: Field 'price' not found,Online,Takeaway
100,2023-10-07,1:48 AM,15,1,3,error: Field 'price' not found,Cash,Takeaway
101,2023-10-03,6:14 AM,26,9,2,error: Field 'price' not found,Card,Takeaway
102,2023-06-05,6:20 AM,19,9,1,error: Field 'price' not found,Cash,Dine-in
103,2023-06-30,7:15 AM,42,6,5,error: Field 'price' not found,Card,Takeaway
104,2023-01-24,12:10 AM,23,3,1,error: Field 'price' not found,Cash,Delivery
105,2023-01-05,7:09 AM,42,7,2,error: Field 'price' not found,Card,Takeaway
106,2023-06-20,3:33 PM,9,8,4,error: Field 'price' not found,Online,Delivery
107,2023-12-13,10:38 PM,27,9,3,error: Field 'price' not found,Online,Takeaway
108,2024-04-29,1:11 PM,34,6,5,error: Field 'price' not found,Cash,Delivery
109,2023-02-15,10:38 PM,24,7,4,error: Field 'price' not found,Online,Takeaway
110,2023-12-02,8:07 PM,64,11,2,error: Field 'price' not found,Cash,Delivery
111,2023-09-05,11:15 PM,80,8,3,error: Field 'price' not found,Card,Takeaway
112,2023-07-15,2:38 AM,26,10,3,error: Field 'price' not found,Online,Takeaway
113,2024-07-08,10:41 AM,71,12,5,error: Field 'price' not found,Online,Dine-in
114,2023-02-16,1:50 PM,62,13,3,error: Field 'price' not found,Online,Delivery
115,2024-04-06,9:09 PM,84,2,5,error: Field 'price' not found,Online,Delivery
116,2024-11-22,1:15 PM,32,13,3,error: Field 'price' not found,Online,Takeaway
117,2023-02-11,3:43 AM,10,12,4,error: Field 'price' not found,Cash,Takeaway
118,2023-10-19,4:45 PM,32,8,5,error: Field 'price' not found,Card,Dine-in
119,2023-08-15,1:39 PM,3,4,4,error: Field 'price' not found,Online,Delivery
120,2024-03-23,8:49 AM,31,15,4,error: Field 'price' not found,Card,Delivery
121,2023-04-04,3:07 PM,30,11,1,error: Field 'price' not found,Online,Delivery
122,2024-06-15,10:49 AM,96,1,5,error: Field 'price' not found,Cash,Takeaway
123,2024-07-14,1:33 AM,45,15,4,error: Field 'price' not found,Cash,Dine-in
124,2023-12-11,4:07 AM,1,5,1,error: Field 'price' not found,Cash,Delivery
125,2023-07-18,8:40 AM,42,12,3,error: Field 'price' not found,Online,Delivery
126,2024-08-03,12:14 AM,41,10,4,error: Field 'price' not found,Online,Dine-in
127,2023-07-28,9:53 AM,76,13,5,error: Field 'price' not found,Online,Delivery
128,2023-06-16,3:58 PM,50,5,4,error: Field 'price' not found,Online,Delivery
129,2023-10-20,1:29 AM,31,4,1,error: Field 'price' not found,Online,Takeaway
130,2024-03-03,5:01 AM,6,3,2,error: Field 'price' not found,Card,Dine-in
131,2023-04-24,6:53 PM,96,15,2,error: Field 'price' not found,Online,Dine-in
132,2024-08-01,12:16 PM,38,15,5,error: Field 'price' not found,Card,Takeaway
133,2023-11-13,5:43 AM,36,9,5,error: Field 'price' not found,Card,Takeaway
134,2023-03-11,2:42 AM,97,11,5,error: Field 'price' not found,Card,Takeaway
135,2023-11-21,7:22 PM,34,6,2,error: Field 'price' not found,Card,Delivery
136,2024-05-16,10:01 PM,67,10,2,error: Field 'price' not found,Cash,Delivery
137,2023-11-09,2:42 PM,49,6,2,error: Field 'price' not found,Card,Delivery
138,2024-03-07,3:34 AM,25,7,3,error: Field 'price' not found,Cash,Delivery
139,2024-04-27,12:41 AM,78,11,3,error: Field 'price' not found,Card,Dine-in
140,2024-11-04,5:33 AM,41,12,1,error: Field 'price' not found,Cash,Takeaway
141,2023-09-22,1:29 AM,33,3,1,error: Field 'price' not found,Cash,Delivery
142,2024-10-15,2:41 PM,8,14,4,error: Field 'price' not found,Cash,Dine-in
143,2023-11-22,3:29 PM,52,6,4,error: Field 'price' not found,Card,Takeaway
144,2023-10-11,3:20 PM,3,4,3,error: Field 'price' not found,Cash,Takeaway
145,2024-08-26,3:51 AM,46,13,2,error: Field 'price' not found,Cash,Dine-in
146,2023-08-02,4:10 PM,52,3,4,error: Field 'price' not found,Online,Delivery
147,2024-03-05,10:53 PM,59,4,3,error: Field 'price' not found,Online,Dine-in
148,2023-08-19,10:32 AM,38,13,5,error: Field 'price' not found,Online,Takeaway
149,2023-05-02,11:14 PM,5,7,5,error: Field 'price' not found,Online,Takeaway
150,2023-05-14,3:11 PM,71,1,2,error: Field 'price' not found,Cash,Takeaway
151,2023-10-20,1:10 AM,51,11,4,error: Field 'price' not found,Card,Delivery
152,2023-05-24,7:59 PM,8,3,3,error: Field 'price' not found,Online,Delivery
153,2024-01-26,9:00 AM,9,11,3,error: Field 'price' not found,Cash,Delivery
154,2023-09-15,9:43 PM,19,12,3,error: Field 'price' not found,Online,Delivery
155,2024-07-05,8:44 PM,10,15,2,error: Field 'price' not found,Cash,Takeaway
156,2024-10-31,5:19 PM,7,15,4,error: Field 'price' not found,Cash,Delivery
157,2023-10-01,9:36 AM,80,10,3,error: Field 'price' not found,Online,Takeaway
158,2023-03-24,2:38 AM,21,12,4,error: Field 'price' not found,Cash,Dine-in
159,2024-03-12,5:58 PM,40,4,4,error: Field 'price' not found,Cash,Delivery
160,2024-05-08,2:52 AM,24,15,3,error: Field 'price' not found,Online,Dine-in
161,2023-01-13,12:35 AM,57,13,1,error: Field 'price' not found,Cash,Takeaway
162,2023-11-27,5:31 PM,44,13,2,error: Field 'price' not found,Online,Dine-in
163,2024-10-02,9:14 PM,3,15,4,error: Field 'price' not found,Card,Takeaway
164,2024-09-28,4:59 PM,7,11,5,error: Field 'price' not found,Cash,Delivery
165,2024-08-21,12:58 PM,75,5,3,error: Field 'price' not found,Cash,Takeaway
166,2024-05-28,2:55 PM,82,5,3,error: Field 'price' not found,Online,Takeaway
167,2024-11-12,10:54 PM,84,4,5,error: Field 'price' not found,Online,Delivery
168,2023-06-23,11:34 AM,98,10,1,error: Field 'price' not found,Card,Dine-in
169,2023-06-14,11:21 AM,35,15,3,error: Field 'price' not found,Card,Delivery
170,2023-11-08,7:24 PM,50,5,5,error: Field 'price' not found,Online,Dine-in
171,2023-06-11,1:38 AM,52,3,3,error: Field 'price' not found,Card,Delivery
172,2024-08-29,7:36 PM,62,1,1,error: Field 'price' not found,Online,Delivery
173,2023-10-14,7:50 AM,28,12,3,error: Field 'price' not found,Online,Delivery
174,2024-08-06,9:39 PM,18,5,2,error: Field 'price' not found,Online,Delivery
175,2024-08-30,2:32 AM,94,10,3,error: Field 'price' not found,Online,Takeaway
176,2024-03-30,12:56 AM,98,14,2,error: Field 'price' not found,Card,Delivery
177,2024-01-29,8:35 PM,85,14,3,error: Field 'price' not found,Online,Dine-in
178,2023-12-14,3:02 PM,39,11,1,error: Field 'price' not found,Online,Delivery
179,2024-10-17,11:31 PM,63,13,3,error: Field 'price' not found,Card,Dine-in
180,2023-10-12,6:00 PM,94,4,4,error: Field 'price' not found,Card,Delivery
181,2023-12-03,4:24 AM,4,1,1,error: Field 'price' not found,Online,Takeaway
182,2024-05-17,12:21 PM,67,8,2,error: Field 'price' not found,Cash,Takeaway
183,2024-03-04,11:43 PM,73,15,1,error: Field 'price' not found,Cash,Dine-in
184,2024-01-25,7:40 PM,79,15,3,error: Field 'price' not found,Cash,Dine-in
185,2024-03-27,2:08 PM,57,9,1,error: Field 'price' not found,Card,Delivery
186,2023-03-01,4:02 PM,11,7,5,error: Field 'price' not found,Card,Dine-in
187,2023-12-15,11:18 AM,25,13,4,error: Field 'price' not found,Online,Delivery
188,2023-07-23,2:11 AM,16,7,2,error: Field 'price' not found,Online,Delivery
189,2023-05-03,9:49 PM,54,4,3,error: Field 'price' not found,Cash,Delivery
190,2024-01-02,10:33 AM,12,4,3,error: Field 'price' not found,Card,Takeaway
191,2023-12-13,5:43 PM,1,5,4,error: Field 'price' not found,Online,Delivery
192,2023-08-17,9:56 AM,23,6,4,error: Field 'price' not found,Online,Dine-in
193,2024-09-16,8:08 PM,8,8,1,error: Field 'price' not found,Online,Dine-in
194,2024-04-20,4:04 AM,25,10,1,error: Field 'price' not found,Card,Delivery
195,2024-10-22,7:23 AM,33,10,2,error: Field 'price' not found,Card,Delivery
196,2024-10-20,7:32 PM,38,11,2,error: Field 'price' not found,Online,Dine-in
197,2023-05-11,1:32 AM,72,14,5,error: Field 'price' not found,Card,Delivery
198,2024-04-10,7:53 AM,59,12,3,error: Field 'price' not found,Online,Delivery
199,2024-09-23,4:24 AM,43,3,4,error: Field 'price' not found,Cash,Delivery
200,2023-01-20,10:06 AM,51,3,3,error: Field 'price' not found,Cash,Delivery
201,2023-07-16,12:55 PM,98,11,5,error: Field 'price' not found,Cash,Delivery
202,2024-06-10,5:12 AM,55,4,3,error: Field 'price' not found,Online,Takeaway
203,2023-12-03,10:31 PM,34,12,2,error: Field 'price' not found,Card,Dine-in
204,2024-01-13,2:31 AM,86,8,5,error: Field 'price' not found,Card,Takeaway
205,2024-12-13,12:30 AM,55,6,3,error: Field 'price' not found,Cash,Takeaway
206,2024-08-05,8:38 PM,38,2,4,error: Field 'price' not found,Card,Delivery
207,2024-09-05,11:58 PM,76,1,4,error: Field 'price' not found,Cash,Dine-in
208,2024-05-22,12:48 PM,9,11,3,error: Field 'price' not found,Online,Takeaway
209,2023-05-29,8:17 AM,77,4,1,error: Field 'price' not found,Cash,Dine-in
210,2023-12-31,7:02 AM,6,9,3,error: Field 'price' not found,Cash,Delivery
211,2023-12-18,7:56 AM,32,5,4,error: Field 'price' not found,Card,Delivery
212,2024-03-31,10:42 PM,64,1,1,error: Field 'price' not found,Cash,Delivery
213,2024-06-11,7:15 AM,53,13,3,error: Field 'price' not found,Card,Dine-in
214,2024-10-24,12:45 PM,65,15,1,error: Field 'price' not found,Card,Dine-in
215,2023-07-06,7:45 PM,98,12,4,error: Field 'price' not found,Card,Takeaway
216,2024-06-11,5:00 AM,16,5,1,error: Field 'price' not found,Cash,Takeaway
217,2024-11-16,6:46 PM,33,5,3,error: Field 'price' not found,Cash,Dine-in
218,2024-03-07,4:46 PM,5,3,4,error: Field 'price' not found,Card,Takeaway
219,2024-11-09,6:31 AM,47,11,5,error: Field 'price' not found,Cash,Delivery
220,2024-02-18,6:50 AM,18,12,5,error: Field 'price' not found,Online,Takeaway
221,2024-12-14,11:55 PM,33,13,3,error: Field 'price' not found,Cash,Dine-in
222,2023-07-14,4:27 PM,34,6,1,error: Field 'price' not found,Cash,Dine-in
223,2024-11-20,10:38 AM,85,15,2,error: Field 'price' not found,Card,Takeaway
224,2023-08-23,5:58 AM,72,1,1,error: Field 'price' not found,Online,Delivery
225,2023-02-18,9:06 AM,70,15,1,error: Field 'price' not found,Cash,Delivery
226,2024-03-17,11:44 AM,34,15,1,error: Field 'price' not found,Cash,Delivery
227,2023-12-05,8:41 AM,88,1,5,error: Field 'price' not found,Cash,Delivery
228,2023-09-23,11:07 PM,10,11,1,error: Field 'price' not found,Card,Dine-in
229,2024-07-25,3:32 AM,28,8,4,error: Field 'price' not found,Online,Dine-in
230,2023-10-26,2:32 AM,44,11,5,error: Field 'price' not found,Online,Takeaway
231,2023-02-20,8:17 AM,82,2,4,error: Field 'price' not found,Cash,Dine-in
232,2023-04-09,10:48 PM,61,2,4,error: Field 'price' not found,Online,Dine-in
233,2023-06-10,6:49 AM,13,6,3,error: Field 'price' not found,Cash,Delivery
234,2024-03-09,9:54 AM,16,4,3,error: Field 'price' not found,Cash,Dine-in
235,2024-01-07,11:41 PM,19,4,3,error: Field 'price' not found,Cash,Takeaway
236,2024-01-13,4:34 PM,47,4,3,error: Field 'price' not found,Online,Delivery
237,2024-04-17,8:20 AM,57,10,1,error: Field 'price' not found,Cash,Takeaway
238,2023-12-18,8:48 AM,10,13,3,error: Field 'price' not found,Card,Dine-in
239,2024-12-29,4:34 AM,41,5,4,error: Field 'price' not found,Card,Delivery
240,2023-12-08,12:33 PM,78,10,3,error: Field 'price' not found,Online,Takeaway
241,2024-07-19,2:44 PM,2,1,2,error: Field 'price' not found,Card,Takeaway
242,2023-03-21,4:53 AM,1,1,4,error: Field 'price' not found,Cash,Takeaway
243,2023-07-18,5:19 PM,21,2,4,error: Field 'price' not found,Online,Delivery
244,2024-03-26,8:24 AM,89,2,4,error: Field 'price' not found,Cash,Dine-in
245,2023-03-11,3:21 PM,68,7,3,error: Field 'price' not found,Cash,Takeaway
246,2024-02-22,2:59 AM,33,11,2,error: Field 'price' not found,Cash,Delivery
247,2023-04-27,9:13 PM,37,15,5,error: Field 'price' not found,Card,Dine-in
248,2023-01-04,7:12 PM,10,3,5,error: Field 'price' not found,Cash,Delivery
249,2024-04-16,11:24 PM,61,4,3,error: Field 'price' not found,Card,Delivery
250,2023-03-26,1:48 PM,10,4,4,error: Field 'price' not found,Cash,Takeaway
251,2024-02-03,2:51 PM,28,15,4,error: Field 'price' not found,Card,Delivery
252,2023-11-20,3:21 AM,36,8,1,error: Field 'price' not found,Card,Delivery
253,2024-01-28,8:15 PM,70,15,3,error: Field 'price' not found,Card,Dine-in
254,2024-09-16,4:38 PM,27,9,4,error: Field 'price' not found,Cash,Dine-in
255,2023-12-26,7:47 AM,7,12,3,error: Field 'price' not found,Online,Takeaway
256,2023-09-03,12:22 AM,72,6,1,error: Field 'price' not found,Cash,Takeaway
257,2024-11-04,1:42 AM,5,7,5,error: Field 'price' not found,Online,Takeaway
258,2023-07-08,1:21 AM,7,15,4,error: Field 'price' not found,Card,Delivery
259,2023-06-08,3:07 AM,43,10,2,error: Field 'price' not found,Online,Takeaway
260,2024-01-08,8:29 AM,62,5,1,error: Field 'price' not found,Online,Delivery
261,2024-07-20,9:54 PM,40,3,3,error: Field 'price' not found,Cash,Delivery
262,2024-03-26,2:48 PM,98,1,3,error: Field 'price' not found,Online,Delivery
263,2024-04-19,2:38 AM,36,6,4,error: Field 'price' not found,Card,Takeaway
264,2023-10-28,7:53 PM,4,11,5,error: Field 'price' not found,Card,Takeaway
265,2023-12-08,9:06 PM,83,9,5,error: Field 'price' not found,Cash,Delivery
266,2024-08-13,10:35 AM,48,11,1,error: Field 'price' not found,Cash,Dine-in
267,2023-10-11,8:57 AM,10,9,2,error: Field 'price' not found,Card,Takeaway
268,2024-10-18,1:41 AM,5,7,3,error: Field 'price' not found,Cash,Delivery
269,2023-11-07,6:52 PM,92,6,5,error: Field 'price' not found,Card,Takeaway
270,2023-04-23,3:47 AM,13,10,5,error: Field 'price' not found,Online,Dine-in
271,2023-03-24,12:30 PM,40,8,2,error: Field 'price' not found,Cash,Dine-in
272,2024-08-12,1:30 PM,18,11,4,error: Field 'price' not found,Card,Takeaway
273,2023-01-21,6:11 PM,69,12,1,error: Field 'price' not found,Online,Takeaway
274,2024-10-05,8:48 AM,16,14,5,error: Field 'price' not found,Online,Takeaway
275,2024-06-20,11:53 PM,100,8,3,error: Field 'price' not found,Card,Dine-in
276,2024-11-21,6:48 AM,96,9,1,error: Field 'price' not found,Card,Delivery
277,2023-06-14,11:58 PM,97,10,3,error: Field 'price' not found,Cash,Delivery
278,2023-07-25,9:13 AM,29,2,5,error: Field 'price' not found,Online,Takeaway
279,2024-09-27,8:36 PM,34,4,1,error: Field 'price' not found,Cash,Delivery
280,2024-03-19,8:00 PM,5,15,3,error: Field 'price' not found,Cash,Delivery
281,2024-02-29,4:03 PM,55,7,1,error: Field 'price' not found,Card,Dine-in
282,2024-01-12,4:23 PM,39,8,2,error: Field 'price' not found,Online,Delivery
283,2023-07-28,6:16 AM,83,6,4,error: Field 'price' not found,Card,Delivery
284,2024-04-15,3:27 AM,95,6,1,error: Field 'price' not found,Card,Delivery
285,2024-08-23,3:58 PM,81,1,2,error: Field 'price' not found,Card,Dine-in
286,2024-03-24,6:34 AM,33,3,1,error: Field 'price' not found,Cash,Delivery
287,2024-10-20,11:47 PM,52,4,4,error: Field 'price' not found,Online,Takeaway
288,2024-03-03,5:12 PM,74,12,4,error: Field 'price' not found,Online,Delivery
289,2024-03-17,11:25 AM,78,14,4,error: Field 'price' not found,Cash,Delivery
290,2023-06-14,8:29 PM,34,7,5,error: Field 'price' not found,Online,Dine-in
291,2024-03-02,8:08 PM,62,14,1,error: Field 'price' not found,Cash,Dine-in
292,2023-06-16,10:44 AM,9,5,2,error: Field 'price' not found,Cash,Delivery
293,2024-12-25,3:40 AM,95,10,4,error: Field 'price' not found,Online,Delivery
294,2023-12-28,7:14 AM,98,3,2,error: Field 'price' not found,Card,Takeaway
295,2023-07-21,6:53 AM,66,5,4,error: Field 'price' not found,Card,Delivery
296,2024-03-11,2:00 PM,73,2,3,error: Field 'price' not found,Online,Takeaway
297,2024-07-26,12:34 PM,20,6,2,error: Field 'price' not found,Cash,Takeaway
298,2023-05-18,6:08 AM,89,6,4,error: Field 'price' not found,Cash,Takeaway
299,2024-07-15,1:08 AM,65,6,2,error: Field 'price' not found,Cash,Takeaway
300,2024-12-13,3:54 PM,9,9,3,error: Field 'price' not found,Card,Delivery
301,2024-05-08,6:48 PM,59,6,1,error: Field 'price' not found,Card,Takeaway
302,2023-10-13,3:52 AM,74,8,5,error: Field 'price' not found,Cash,Dine-in
303,2024-04-11,12:52 PM,91,9,1,error: Field 'price' not found,Cash,Takeaway
304,2023-04-08,9:23 AM,71,2,5,error: Field 'price' not found,Online,Dine-in
305,2024-05-18,11:34 AM,64,12,2,error: Field 'price' not found,Card,Takeaway
306,2024-09-19,12:21 PM,67,13,4,error: Field 'price' not found,Cash,Delivery
307,2024-12-26,2:30 PM,71,15,4,error: Field 'price' not found,Cash,Delivery
308,2023-11-03,7:58 PM,23,12,5,error: Field 'price' not found,Card,Takeaway
309,2024-03-24,4:56 AM,16,8,1,error: Field 'price' not found,Card,Delivery
310,2023-07-13,3:18 PM,44,7,4,error: Field 'price' not found,Online,Takeaway
311,2023-05-17,11:38 PM,93,9,3,error: Field 'price' not found,Card,Takeaway
312,2024-06-11,2:19 AM,55,8,4,error: Field 'price' not found,Card,Takeaway
313,2024-06-23,8:36 PM,86,13,5,error: Field 'price' not found,Online,Dine-in
314,2023-12-12,9:25 AM,64,15,4,error: Field 'price' not found,Cash,Dine-in
315,2023-07-03,2:51 PM,20,13,1,error: Field 'price' not found,Cash,Takeaway
316,2023-09-06,5:09 PM,69,12,3,error: Field 'price' not found,Cash,Takeaway
317,2023-10-31,1:31 PM,25,12,2,error: Field 'price' not found,Card,Takeaway
318,2023-04-28,1:10 AM,11,15,5,error: Field 'price' not found,Card,Dine-in
319,2024-03-28,8:37 PM,44,12,1,error: Field 'price' not found,Card,Takeaway
320,2023-12-24,4:32 AM,99,4,3,error: Field 'price' not found,Cash,Delivery
321,2023-01-11,1:56 PM,9,14,4,error: Field 'price' not found,Cash,Takeaway
322,2024-12-04,3:46 AM,24,1,5,error: Field 'price' not found,Cash,Delivery
323,2023-09-18,7:27 PM,87,8,1,error: Field 'price' not found,Card,Dine-in
324,2023-03-13,9:11 AM,32,9,5,error: Field 'price' not found,Card,Takeaway
325,2024-03-18,5:11 AM,100,6,5,error: Field 'price' not found,Card,Delivery
326,2024-01-15,10:21 PM,18,13,4,error: Field 'price' not found,Cash,Takeaway
327,2023-07-30,11:59 AM,31,2,2,error: Field 'price' not found,Card,Takeaway
328,2023-03-03,1:44 AM,64,3,4,error: Field 'price' not found,Cash,Delivery
329,2024-09-19,5:50 PM,67,15,2,error: Field 'price' not found,Card,Takeaway
330,2024-02-25,7:31 PM,32,5,3,error: Field 'price' not found,Card,Dine-in
331,2024-12-04,7:32 PM,14,7,5,error: Field 'price' not found,Card,Delivery
